360 19.5342
364.699 22.8586
369.398 27.5467
374.098 33.751
378.797 41.7117
383.496 51.3395
388.195 62.0267
392.894 73.957
397.593 87.0273
402.293 101.103
406.992 116.08
411.691 131.999
416.39 148.985
421.089 167.149
425.789 186.692
430.488 207.865
435.187 230.985
439.886 256.291
444.585 283.947
449.284 313.909
453.984 345.934
458.683 379.566
463.382 414.242
468.081 449.349
472.78 484.35
477.48 519.059
482.179 553.351
486.878 587.466
491.577 621.662
496.276 656.07
500.975 690.913
505.675 726.381
510.374 762.276
515.073 798.439
519.772 834.551
524.471 869.809
529.17 903.423
533.87 934.595
538.569 962.457
543.268 986.367
547.967 1006.05
552.666 1021.57
557.366 1033.37
562.065 1042.22
566.764 1049.03
571.463 1054.64
576.162 1059.71
580.861 1064.66
585.561 1069.67
590.26 1074.69
594.959 1079.7
599.658 1084.68
604.357 1089.73
609.057 1095.15
613.756 1101.41
618.455 1109.03
623.154 1118.47
627.853 1130.03
632.552 1143.68
637.252 1159.15
641.951 1175.95
646.65 1193.26
