357.88 0.0716826
358.54 0.0683296
358.88 0.0665998
358.88 0.0665998
359.21 0.0642114
359.54 0.0616603
359.64 0.0609929
359.87 0.0593497
360.2 0.0573561
360.54 0.0552181
360.54 0.0552181
360.87 0.0530171
361.31 0.0503492
361.53 0.0494649
361.87 0.047922
363.2 0.0451937
364.86 0.0422779
366.52 0.039584
367.52 0.0380805
369.18 0.0356696
369.84 0.0347318
371.84 0.0320239
373.16 0.030306
374.49 0.0286662
375.82 0.0271558
377.48 0.0253803
379.92 0.0229698
382.8 0.0203858
385.13 0.0184758
387.45 0.016773
389.45 0.0155172
392.44 0.0138893
396.76 0.0119637
401.28 0.0102524
406.82 0.00855455
411.21 0.00745707
417.36 0.00622105
424.34 0.00508892
433.03 0.00391579
439.29 0.00323562
447.65 0.00249653
454.8 0.00206042
461.22 0.00178172
468.87 0.00161802
476.18 0.00153339
485.81 0.00148175
493.12 0.00143693
500.44 0.00138246
507.75 0.00131334
515.06 0.00123731
522.37 0.00115557
529.68 0.0010897
536.99 0.00103561
544.3 0.000995794
551.61 0.000971408
558.92 0.000959094
566.23 0.000950846
573.54 0.000946197
580.85 0.000940189
588.16 0.000931227
595.47 0.000924644
602.78 0.000918636
610.09 0.000913122
617.16 0.000908025
624.72 0.000903184
632.03 0.000896456
639.34 0.00088944
646.65 0.000882425
