3.5788e+2 7.2713e-2
3.5854e+2 7.0895e-2
3.5964e+2 5.6814e-2
3.5888e+2 6.9084e-2
3.5888e+2 6.7274e-2
3.5921e+2 6.5438e-2
3.5987e+2 5.4629e-2
3.5954e+2 6.3124e-2
3.6054e+2 6.0358e-2
3.6020e+2 5.9075e-2
3.6054e+2 5.2637e-2
3.6131e+2 5.0450e-2
3.6087e+2 4.8547e-2
3.6153e+2 4.7733e-2
3.6187e+2 4.5898e-2
3.6320e+2 4.4377e-2
3.6486e+2 4.1850e-2
3.6652e+2 4.0229e-2
3.6752e+2 3.8205e-2
3.6918e+2 3.5326e-2
3.6984e+2 3.3930e-2
3.7184e+2 3.2196e-2
3.7316e+2 3.0272e-2
3.7449e+2 2.8576e-2
3.7582e+2 2.6954e-2
3.7748e+2 2.4679e-2
3.7992e+2 2.2391e-2
3.8280e+2 2.0179e-2
3.8513e+2 1.8395e-2
3.8745e+2 1.6158e-2
3.8945e+2 1.4926e-2
3.9244e+2 1.3230e-2
3.9676e+2 1.1403e-2
4.0128e+2 9.6808e-3
4.0682e+2 7.7239e-3
4.1121e+2 6.7317e-3
4.1736e+2 5.8859e-3
4.2434e+2 5.0518e-3
4.3303e+2 3.5222e-3
4.3929e+2 2.7880e-3
4.4765e+2 2.1065e-3
4.5480e+2 1.6662e-3
4.6122e+2 1.4555e-3
4.6887e+2 1.4592e-3
4.7618e+2 1.4628e-3
4.8581e+2 1.6515e-3
4.9312e+2 1.5464e-3
5.0044e+2 1.3647e-3
5.0775e+2 1.2860e-3
5.1506e+2 1.2552e-3
5.2237e+2 1.1078e-3
5.2968e+2 1.1114e-3
5.3699e+2 9.9144e-4
5.4430e+2 9.2638e-4
5.5161e+2 9.2305e-4
5.5892e+2 9.6088e-4
5.6623e+2 9.7127e-4
5.7354e+2 9.7480e-4
5.8085e+2 9.4403e-4
5.8816e+2 8.9269e-4
5.9547e+2 9.1680e-4
6.0278e+2 9.2719e-4
6.1009e+2 9.2387e-4
6.1716e+2 8.8012e-4
6.2472e+2 9.7208e-4
6.3203e+2 8.9331e-4
6.3934e+2 8.8312e-4
6.4665e+2 8.3864e-4
6.5396e+2 7.3928e-4
6.6127e+2 7.3596e-4
6.6858e+2 6.9833e-4
6.7589e+2 7.8417e-4
6.8320e+2 6.8482e-4
6.9051e+2 7.0207e-4
6.9716e+2 7.6473e-4
