-73.5 124.2 129.0 133.6 138.0 142.4 146.4 150.2 153.8 157.2 160.2 163.2 165.6 168.0 170.2 172.2 173.8 175.4 176.6 177.6 178.4 179.0 179.4 179.6 179.6 179.4 179.0 178.2 177.4 176.4 175.0 173.6 171.8 170.0 167.8 165.4 162.6 159.8 156.6 153.4 149.8 146.0 142.0 137.8 133.6 129.2
-73.0 137.0 142.6 147.8 152.8 157.4 162.0 166.2 170.2 174.0 177.4 180.6 183.6 186.2 188.4 190.6 192.4 194.2 195.4 196.6 197.4 198.0 198.4 198.6 198.6 198.4 198.0 197.2 196.4 195.2 193.8 192.0 190.2 188.0 185.8 183.0 180.0 176.6 173.2 169.4 165.4 161.0 156.6 152.0 147.0 142.0
-72.5 151.6 157.6 163.6 169.2 174.4 179.6 184.4 188.8 193.0 196.8 200.2 203.4 206.4 209.0 211.2 213.4 215.2 216.4 217.8 218.6 219.4 219.8 220.0 220.0 219.6 219.2 218.4 217.4 216.0 214.6 212.8 210.6 208.2 205.4 202.4 199.0 195.4 191.6 187.4 182.8 178.0 172.8 167.6 162.2 156.4
-72.0 167.6 174.6 181.2 187.4 193.6 199.2 204.4 209.4 214.0 218.2 222.2 225.6 228.8 231.8 234.2 236.4 238.4 240.0 241.2 242.4 243.0 243.6 243.8 243.6 243.4 242.8 242.0 240.8 239.4 237.6 235.6 233.2 230.6 227.6 224.2 220.6 216.4 212.0 207.4 202.2 196.8 191.2 185.2 179.0 172.6
-71.5 185.4 193.2 200.8 207.8 214.6 220.8 226.8 232.4 237.6 242.2 246.6 250.4 253.8 257.0 259.8 262.0 264.2 266.0 267.4 268.4 269.2 269.8 270.0 269.8 269.4 268.8 267.8 266.6 265.2 263.2 261.0 258.4 255.4 252.2 248.4 244.2 239.8 234.8 229.6 223.8 217.6 211.2 204.6 197.6 190.2
-71.0 205.4 214.4 222.8 230.6 238.2 245.2 252.0 258.0 263.8 269.0 273.6 278.0 281.8 285.2 288.2 290.8 293.0 294.8 296.4 297.4 298.4 298.8 299.2 299.0 298.6 298.0 296.8 295.6 293.8 291.8 289.2 286.4 283.2 279.4 275.4 270.8 265.8 260.2 254.4 247.8 241.0 233.8 226.2 218.4 210.2
-70.5 227.6 237.6 247.0 256.0 264.4 272.4 279.6 286.6 292.8 298.6 303.8 308.4 312.6 316.4 319.6 322.4 324.8 326.8 328.4 329.6 330.6 331.0 331.4 331.2 330.6 329.8 328.8 327.4 325.4 323.2 320.6 317.4 313.8 309.8 305.2 300.0 294.6 288.4 281.8 274.6 266.8 258.8 250.2 241.2 231.8
-70.0 252.0 263.4 274.0 284.0 293.4 302.2 310.6 318.2 325.0 331.4 337.2 342.2 346.8 350.8 354.2 357.2 359.8 362.0 363.8 365.0 366.0 366.6 366.8 366.6 366.2 365.4 364.0 362.6 360.4 358.0 355.0 351.6 347.6 343.2 338.2 332.6 326.4 319.6 312.2 304.2 295.6 286.4 276.6 266.6 256.0
-69.5 279.2 292.2 304.2 315.4 326.0 335.8 345.0 353.4 361.2 368.0 374.2 379.8 384.8 389.2 392.8 396.2 399.0 401.2 403.0 404.2 405.4 406.0 406.2 406.2 405.6 404.6 403.2 401.6 399.4 396.6 393.4 389.8 385.6 380.6 375.2 369.0 362.2 354.4 346.2 337.2 327.6 317.2 306.4 295.0 283.0
-69.0 309.4 324.0 337.4 350.2 362.0 373.0 383.2 392.4 401.0 408.6 415.4 421.6 426.8 431.6 435.6 439.2 442.0 444.4 446.2 447.8 448.8 449.4 449.6 449.4 448.8 447.8 446.4 444.6 442.2 439.4 435.8 431.8 427.2 422.0 416.0 409.2 401.4 393.0 383.8 373.8 363.0 351.4 339.0 326.2 312.6
-68.5 343.0 359.4 374.6 388.8 402.2 414.4 425.8 436.0 445.6 453.8 461.2 467.8 473.6 478.6 482.8 486.6 489.6 492.2 494.2 495.6 496.8 497.4 497.8 497.4 496.8 495.8 494.2 492.2 489.6 486.6 482.8 478.6 473.6 467.8 461.4 453.8 445.4 436.2 425.8 414.6 402.6 389.4 375.4 360.8 345.6
-68.0 380.4 399.0 416.2 432.2 447.4 461.0 473.6 485.0 495.2 504.4 512.4 519.6 525.6 531.0 535.6 539.6 542.8 545.4 547.6 549.0 550.2 550.8 551.4 550.8 550.2 549.0 547.4 545.2 542.6 539.4 535.4 530.8 525.4 519.0 512.0 504.0 494.6 484.4 473.0 460.4 446.8 432.0 416.2 399.6 382.4
-67.5 422.0 443.2 462.6 480.8 497.4 512.8 527.0 539.4 550.8 560.6 569.4 576.8 583.6 589.2 594.0 598.2 601.4 604.2 606.4 608.0 609.2 609.8 610.2 609.8 609.0 607.8 606.2 604.0 601.2 597.6 593.4 588.4 582.8 576.0 568.4 559.6 549.4 538.2 525.6 511.6 496.2 479.6 461.8 442.8 423.0
-67.0 468.8 492.8 515.0 535.6 554.4 571.6 587.2 601.0 613.4 624.2 633.6 641.6 648.8 654.6 659.8 664.0 667.4 670.2 672.4 674.2 675.4 676.0 676.4 675.8 675.2 674.0 672.0 669.8 667.0 663.2 658.8 653.4 647.6 640.2 632.2 622.6 611.2 599.0 585.0 569.4 552.0 533.2 513.0 491.4 468.8
-66.5 521.2 549.0 574.2 597.4 618.8 638.0 655.2 670.6 684.0 695.6 705.8 714.2 721.8 728.0 733.4 737.6 741.2 744.0 746.4 748.0 749.2 749.8 750.0 749.6 748.8 747.6 745.8 743.4 740.4 736.6 732.0 726.6 720.2 712.4 703.8 693.4 681.2 667.6 652.0 634.6 615.2 593.8 570.8 546.0 520.0
-66.0 580.4 612.4 641.2 667.8 692.0 713.6 732.8 749.4 764.2 776.6 787.4 796.4 804.2 810.6 816.2 820.6 824.2 827.0 829.4 831.0 832.2 832.8 833.0 832.6 831.8 830.4 828.6 826.2 823.0 819.2 814.4 808.6 802.0 794.0 784.6 773.6 760.6 745.8 728.6 709.0 687.0 662.8 636.4 607.8 577.8
-65.5 648.2 685.6 719.0 749.4 776.8 801.0 822.4 840.8 856.6 870.0 881.4 890.8 898.8 905.6 911.2 915.6 919.0 922.0 924.2 926.0 927.2 927.6 927.8 927.4 926.6 925.2 923.4 920.8 917.6 913.8 909.0 903.0 896.2 887.8 877.8 866.0 852.0 836.0 817.0 795.2 770.4 742.8 712.2 679.2 644.0
-65.0 726.0 769.4 808.2 843.6 874.6 902.0 925.6 945.6 962.6 976.8 988.8 998.6 1006.8  1013.6  1019.0  1023.6  1027.2  1030.0  1032.2  1033.6  1034.8  1035.4  1035.4  1035.0  1034.2  1033.0  1031.0  1028.6  1025.4  1021.4  1016.6  1010.4  1003.6  995.0 984.6 972.2 957.2 939.6 918.8 894.6 866.4 834.6 799.4 760.8 719.4
-64.5 815.8 867.4 913.0 953.8 989.4 1020.2  1046.2  1068.0  1086.2  1101.0  1113.2  1123.4  1131.6  1138.4  1143.8  1148.2  1151.6  1154.4  1156.4  1158.0  1159.0  1159.4  1159.6  1159.2  1158.2  1156.8  1155.0  1152.6  1149.4  1145.6  1141.2  1134.8  1127.8  1119.2  1108.6  1095.4  1079.8  1060.8  1038.0  1010.8  979.0 942.6 901.2 855.6 806.4
-64.0 921.4 983.2 1037.4  1085.2  1126.2  1160.8  1189.4  1213.0  1232.0  1247.6  1259.8  1270.2  1278.2  1284.8  1290.0  1294.2  1297.4  1300.4  1302.0  1303.4  1304.6  1304.8  1304.6  1304.4  1303.4  1302.2  1300.2  1298.0  1294.8  1291.2  1286.6  1280.6  1273.6  1265.2  1254.4  1240.8  1224.6  1204.4  1179.6  1149.4  1113.4  1070.8  1022.0  967.4 908.6
-63.5 1045.0  1119.8  1184.8  1241.0  1288.4  1327.0  1358.8  1383.6  1403.4  1419.0  1431.4  1441.6  1449.4  1455.6  1460.6  1464.4  1467.2  1470.2  1471.6  1472.6  1473.6  1474.0  1474.0  1473.4  1472.2  1471.2  1469.6  1467.4  1464.4  1460.8  1456.4  1450.8  1443.8  1435.6  1425.2  1411.6  1394.8  1373.6  1347.2  1313.6  1272.6  1223.0  1165.0  1099.2  1027.2
-63.0 1192.4  1284.6  1363.4  1430.6  1485.0  1528.6  1562.6  1588.8  1609.0  1624.6  1636.6  1646.6  1653.4  1659.4  1663.8  1667.4  1669.8  1672.4  1673.6  1675.0  1675.4  1675.6  1675.6  1675.0  1673.8  1672.8  1671.0  1669.2  1666.6  1663.2  1659.0  1653.6  1647.4  1639.4  1629.6  1616.2  1599.2  1577.4  1549.2  1512.6  1466.2  1407.8  1338.2  1257.6  1168.6
-62.5 1367.2  1482.0  1579.0  1659.2  1722.0  1770.0  1806.6  1833.0  1853.2  1868.4  1879.6  1888.2  1894.8  1900.0  1904.2  1907.2  1909.0  1911.2  1912.6  1913.6  1914.0  1914.0  1913.8  1913.4  1912.2  1911.2  1909.8  1908.0  1905.6  1902.6  1898.6  1893.8  1888.2  1880.8  1871.8  1859.0  1842.4  1820.6  1791.0  1751.2  1699.0  1631.0  1546.6  1446.4  1335.2
-62.0 1574.2  1719.6  1839.6  1935.6  2007.8  2060.4  2098.4  2124.8  2144.0  2158.0  2168.2  2175.6  2181.4  2185.6  2189.6  2192.0  2193.4  2195.2  2196.2  2196.8  2197.2  2197.2  2197.0  2196.2  2195.4  2194.4  2192.8  2191.4  2189.2  2186.4  2183.2  2178.8  2174.0  2167.4  2159.6  2147.8  2132.0  2110.8  2081.0  2038.6  1980.6  1900.8  1798.4  1672.8  1531.4
-61.5 1821.8  2008.2  2158.0  2273.2  2355.4  2411.2  2450.0  2475.4  2493.0  2504.8  2514.2  2520.0  2524.6  2528.0  2531.2  2533.0  2534.4  2535.6  2536.2  2536.4  2537.0  2536.6  2536.6  2535.2  2534.6  2533.6  2532.6  2531.0  2529.2  2527.0  2524.2  2520.0  2516.6  2511.0  2504.4  2494.0  2479.8  2459.8  2430.6  2387.0  2323.2  2230.8  2105.4  1946.4  1764.6
-61.0 2109.8  2349.6  2537.8  2674.6  2765.8  2823.8  2861.4  2884.4  2899.8  2909.4  2917.0  2921.6  2925.0  2927.8  2930.4  2931.0  2932.4  2933.0  2933.6  2933.4  2933.6  2933.2  2933.2  2932.0  2931.2  2930.6  2929.4  2927.8  2926.2  2924.2  2922.0  2918.6  2915.8  2911.2  2906.4  2897.6  2885.4  2868.2  2840.6  2797.4  2729.0  2624.0  2470.6  2268.4  2033.0
-60.5 2442.4  2753.2  2989.2  3149.4  3248.4  3306.0  3340.4  3359.6  3372.4  3379.6  3385.2  3388.6  3391.2  3392.8  3395.0  3395.4  3395.8  3396.8  3397.0  3396.6  3396.8  3395.6  3396.0  3394.4  3393.6  3393.2  3392.2  3390.8  3389.0  3387.6  3386.2  3383.0  3381.0  3378.0  3373.8  3367.0  3357.0  3343.2  3319.0  3278.2  3208.0  3090.8  2906.6  2648.0  2340.8
-60.0 2819.0  3224.2  3518.0  3701.8  3802.8  3855.6  3885.0  3900.2  3909.8  3914.6  3918.4  3920.2  3922.8  3923.8  3925.0  3925.2  3925.4  3925.6  3925.2  3925.0  3925.2  3923.8  3924.0  3922.6  3921.8  3921.2  3920.0  3919.2  3918.2  3916.6  3915.4  3912.4  3911.2  3909.2  3906.2  3901.6  3894.0  3883.2  3863.8  3827.8  3761.2  3635.6  3416.6  3087.0  2683.2
-59.5 3222.0  3745.8  4105.0  4304.0  4398.8  4442.8  4465.0  4476.2  4482.0  4486.0  4488.0  4488.8  4491.0  4491.2  4491.6  4491.6  4491.4  4491.8  4491.0  4490.6  4491.0  4490.0  4490.2  4488.8  4487.8  4487.0  4485.6  4485.2  4484.6  4482.8  4482.2  4479.8  4479.2  4478.4  4475.6  4473.0  4467.6  4460.2  4445.8  4417.8  4359.6  4235.2  3984.6  3569.0  3043.6
-59.0 3616.4  4271.2  4691.8  4891.8  4972.0  5003.8  5018.8  5025.6  5029.2  5031.2  5031.8  5031.8  5033.6  5033.6  5033.6  5033.8  5033.4  5033.6  5032.8  5032.8  5033.0  5032.2  5032.2  5031.4  5030.4  5029.8  5029.0  5028.8  5028.4  5027.0  5026.4  5024.8  5024.6  5024.2  5022.6  5020.6  5017.6  5013.2  5003.8  4984.4  4940.4  4829.4  4560.0  4054.6  3393.0
-58.5 3930.4  4685.6  5145.8  5336.0  5398.6  5420.4  5429.0  5432.4  5434.2  5435.2  5434.8  5435.0  5436.0  5435.8  5435.8  5435.8  5435.6  5435.6  5435.0  5435.2  5435.2  5435.2  5434.8  5434.4  5433.6  5433.6  5433.2  5433.2  5432.8  5432.4  5432.0  5431.2  5431.2  5431.0  5430.2  5429.0  5427.8  5425.0  5419.8  5407.8  5377.2  5283.8  5010.2  4439.4  3671.4
-58.0 4125.6  4925.6  5400.8  5583.4  5635.4  5651.0  5655.4  5657.2  5658.0  5658.6  5657.4  5657.4  5657.8  5658.0  5657.8  5657.8  5657.6  5657.4  5657.4  5657.6  5657.6  5657.6  5657.6  5657.2  5656.8  5656.8  5656.6  5657.0  5657.2  5657.0  5656.6  5656.6  5656.6  5656.6  5656.4  5655.8  5655.2  5653.8  5650.8  5643.4  5621.2  5538.6  5266.2  4667.4  3848.8
-57.5 4226.8  5036.8  5512.8  5691.0  5739.0  5752.2  5754.2  5755.4  5756.0  5756.0  5754.2  5754.2  5754.6  5754.6  5754.6  5754.4  5754.2  5754.2  5754.0  5754.2  5754.6  5754.4  5754.4  5754.0  5753.8  5754.0  5754.0  5754.6  5754.8  5754.8  5754.8  5754.8  5755.0  5755.0  5755.0  5755.0  5754.8  5753.8  5751.8  5746.8  5728.0  5649.4  5379.8  4774.6  3943.0
-57.0 4275.0  5082.6  5556.0  5731.4  5778.0  5789.8  5791.6  5792.2  5792.6  5792.4  5790.0  5790.2  5790.4  5790.4  5790.4  5790.2  5790.2  5790.0  5790.0  5790.0  5790.4  5790.4  5790.2  5790.2  5790.0  5790.0  5790.4  5790.8  5791.2  5791.4  5791.6  5791.6  5791.6  5791.8  5792.0  5792.0  5792.0  5791.4  5789.8  5785.8  5768.0  5691.2  5422.6  4819.2  3989.2
-56.5 4298.0  5103.2  5572.6  5746.0  5792.2  5802.8  5805.6  5806.0  5805.8  5805.4  5802.6  5802.6  5802.8  5802.8  5802.8  5802.6  5802.6  5802.4  5802.4  5802.4  5802.8  5802.8  5802.6  5802.6  5802.6  5802.6  5803.0  5803.6  5804.2  5804.2  5804.4  5804.6  5804.6  5804.8  5805.0  5805.2  5807.4  5804.6  5803.4  5799.8  5782.4  5706.2  5438.8  4838.6  4012.0
-56.0 4310.4  5112.4  5579.2  5751.6  5797.8  5807.0  5810.4  5810.6  5808.4  5807.8  5806.6  5806.6  5806.6  5806.8  5806.6  5806.4  5806.4  5806.2  5806.2  5806.4  5806.6  5806.6  5806.6  5806.6  5806.6  5806.8  5807.0  5807.8  5808.4  5808.4  5808.8  5809.0  5809.0  5809.0  5809.4  5809.6  5812.4  5809.6  5808.4  5806.8  5789.6  5713.8  5447.0  4846.2  4023.0
-55.5 4318.4  5117.4  5582.0  5754.2  5799.8  5808.6  5811.8  5812.2  5808.6  5808.2  5807.6  5807.6  5807.6  5807.6  5807.4  5807.4  5807.2  5807.0  5807.2  5807.2  5807.6  5807.6  5807.6  5807.8  5807.6  5808.0  5808.2  5809.2  5809.8  5809.8  5810.2  5810.4  5810.4  5810.4  5810.6  5811.0  5814.2  5813.2  5812.0  5808.6  5791.6  5716.2  5450.0  4850.4  4029.2
-55.0 4323.4  5120.4  5583.4  5755.6  5800.8  5810.4  5809.4  5810.0  5808.2  5808.0  5807.8  5807.8  5807.8  5807.8  5807.8  5807.6  5807.2  5807.2  5807.4  5807.4  5807.8  5807.8  5808.0  5808.0  5808.0  5808.4  5808.6  5809.6  5810.2  5810.0  5810.8  5811.0  5811.0  5811.0  5811.2  5812.2  5814.8  5813.8  5812.8  5809.4  5792.4  5717.0  5451.6  4852.4  4032.4
-54.5 4327.2  5122.8  5584.0  5756.4  5801.6  5810.8  5809.0  5809.0  5808.2  5808.0  5808.0  5807.8  5807.8  5807.8  5807.6  5807.4  5807.4  5807.2  5807.4  5807.4  5807.8  5808.0  5808.0  5808.2  5808.4  5808.8  5808.8  5809.6  5810.2  5810.0  5810.8  5811.2  5811.2  5811.2  5813.6  5814.0  5816.6  5814.2  5813.2  5811.4  5794.0  5718.6  5453.2  4853.8  4034.8
-54.0 4330.0  5124.4  5584.2  5757.0  5801.8  5811.2  5808.4  5808.6  5808.2  5808.0  5808.0  5808.0  5807.8  5808.0  5807.8  5807.6  5807.4  5807.4  5807.6  5807.6  5808.0  5808.2  5808.4  5808.4  5808.6  5809.0  5809.0  5809.6  5810.2  5810.0  5811.6  5811.8  5812.2  5813.6  5814.0  5814.4  5818.2  5816.0  5815.0  5813.0  5796.0  5720.6  5455.0  4855.8  4035.8
-53.5 4332.4  5125.6  5584.4  5757.6  5800.4  5811.4  5808.2  5808.4  5808.2  5808.0  5808.2  5808.0  5808.0  5808.0  5807.8  5807.8  5807.6  5807.6  5807.6  5807.8  5808.2  5808.4  5808.6  5808.6  5808.8  5809.2  5809.2  5809.8  5810.2  5810.0  5813.2  5813.4  5813.6  5814.0  5814.4  5814.6  5818.8  5817.6  5816.6  5813.6  5796.8  5721.2  5455.6  4856.4  4038.0
-53.0 4334.0  5127.0  5584.6  5756.4  5800.0  5808.2  5808.2  5808.4  5808.4  5808.2  5808.2  5808.2  5808.0  5808.2  5808.0  5808.0  5807.8  5807.8  5808.0  5808.0  5808.4  5808.6  5808.8  5808.8  5809.0  5809.4  5809.2  5809.8  5810.6  5810.2  5813.8  5814.2  5814.0  5814.2  5815.2  5816.8  5819.2  5818.4  5817.4  5813.8  5797.2  5721.6  5455.8  4856.8  4038.8
-52.5 4336.0  5127.8  5585.4  5756.2  5800.2  5807.2  5808.0  5808.4  5808.2  5808.2  5808.0  5808.2  5808.0  5808.2  5808.0  5808.0  5807.6  5807.8  5808.0  5808.0  5808.6  5808.8  5809.0  5809.0  5809.2  5809.4  5809.2  5809.8  5810.8  5810.4  5814.0  5814.4  5814.2  5815.2  5817.2  5818.2  5819.4  5818.6  5817.6  5814.0  5797.2  5721.6  5455.8  4858.2  4039.4
-52.0 4337.0  5128.8  5585.8  5756.4  5801.6  5806.6  5807.8  5808.2  5808.2  5808.0  5808.0  5808.0  5808.0  5808.0  5808.0  5807.8  5807.6  5807.8  5808.0  5808.2  5808.6  5808.8  5809.0  5809.0  5809.2  5809.4  5809.4  5810.2  5811.8  5811.6  5815.6  5816.0  5816.2  5817.6  5818.4  5819.0  5819.2  5818.8  5817.8  5814.0  5797.2  5721.6  5455.8  4859.0  4041.0
-51.5 4338.4  5129.4  5586.8  5757.8  5801.8  5806.0  5807.6  5808.0  5808.2  5808.0  5808.0  5808.0  5807.8  5808.0  5808.0  5808.0  5807.6  5807.8  5807.8  5808.0  5808.6  5808.8  5809.0  5809.0  5809.2  5809.4  5809.4  5810.6  5813.2  5813.2  5817.4  5817.6  5817.4  5818.4  5818.8  5819.0  5819.0  5818.6  5817.6  5814.0  5797.2  5721.4  5455.6  4859.6  4041.8
-51.0 4339.6  5129.8  5587.2  5758.2  5801.8  5805.8  5807.6  5808.0  5808.0  5807.8  5808.0  5808.0  5807.6  5808.0  5807.8  5807.8  5807.4  5807.6  5807.8  5808.0  5808.6  5808.8  5809.0  5808.8  5809.2  5809.4  5809.2  5812.4  5813.4  5813.4  5817.8  5818.0  5818.0  5818.6  5818.8  5819.0  5818.8  5818.4  5817.4  5813.8  5797.0  5721.4  5455.6  4859.0  4042.2
-50.5 4339.8  5129.8  5587.6  5758.2  5801.8  5805.4  5807.4  5807.8  5807.8  5807.6  5807.8  5808.0  5807.6  5807.8  5807.8  5807.8  5807.4  5807.6  5807.8  5808.0  5808.4  5808.6  5808.8  5808.8  5809.2  5809.4  5809.4  5812.8  5813.4  5813.4  5818.0  5818.2  5818.2  5818.6  5818.6  5818.8  5818.8  5818.4  5817.2  5813.6  5797.0  5721.2  5455.4  4859.0  4042.2
-50.0 4339.6  5130.0  5587.6  5758.2  5801.4  5805.0  5807.2  5807.6  5807.6  5807.6  5807.8  5807.8  5807.6  5808.0  5808.0  5808.0  5807.4  5807.6  5807.8  5808.0  5808.4  5808.6  5808.8  5809.0  5809.2  5810.2  5810.0  5813.2  5815.2  5815.4  5818.0  5818.2  5818.0  5818.4  5818.6  5818.6  5818.4  5818.2  5817.0  5813.4  5796.8  5721.0  5455.4  4858.8  4042.4
-49.5 4340.2  5130.4  5587.8  5758.0  5798.4  5804.8  5807.0  5807.4  5807.4  5807.4  5807.8  5807.8  5807.4  5808.0  5808.0  5808.0  5807.6  5807.6  5807.8  5808.0  5808.4  5808.6  5808.8  5808.8  5810.0  5811.8  5811.6  5813.6  5816.8  5816.8  5818.0  5818.2  5818.0  5818.2  5818.4  5818.6  5818.4  5818.0  5817.0  5813.2  5796.6  5721.0  5455.2  4858.8  4043.0
-49.0 4340.8  5130.6  5587.8  5757.6  5797.2  5804.4  5806.8  5807.2  5807.4  5807.4  5807.8  5807.8  5807.4  5808.2  5808.0  5808.0  5807.6  5807.8  5807.8  5808.0  5808.4  5808.6  5809.0  5809.8  5811.6  5812.4  5812.4  5815.4  5817.6  5817.6  5817.8  5818.2  5818.0  5818.0  5818.2  5818.4  5818.2  5817.8  5816.8  5813.2  5796.4  5720.8  5455.2  4859.6  4043.2
-48.5 4340.8  5130.6  5587.8  5754.2  5796.2  5804.4  5806.8  5807.2  5807.2  5807.2  5807.8  5807.8  5807.4  5808.0  5808.0  5808.0  5807.6  5807.8  5808.0  5808.2  5808.6  5808.8  5811.4  5811.4  5812.2  5812.6  5812.6  5816.8  5817.6  5817.6  5817.8  5818.0  5817.8  5818.0  5818.0  5818.2  5818.0  5817.8  5816.6  5813.0  5796.4  5720.8  5455.4  4860.2  4043.6
-48.0 4341.0  5130.2  5587.2  5753.2  5795.8  5804.2  5806.6  5807.0  5807.2  5807.2  5807.8  5807.8  5807.4  5808.0  5808.0  5808.2  5807.6  5807.8  5808.0  5808.2  5809.0  5809.6  5811.6  5812.0  5812.4  5813.8  5813.2  5817.0  5817.6  5817.6  5817.6  5817.8  5817.8  5817.8  5818.0  5818.2  5818.0  5817.6  5816.4  5812.8  5796.2  5720.6  5455.4  4860.4  4044.6
-47.5 4340.8  5130.2  5585.6  5752.4  5795.4  5804.2  5806.6  5807.0  5807.2  5807.2  5808.0  5808.0  5807.4  5808.2  5808.2  5808.4  5807.6  5807.8  5808.8  5809.2  5811.0  5811.4  5812.2  5812.2  5813.0  5815.6  5815.2  5817.0  5817.4  5817.2  5817.4  5817.6  5817.6  5817.8  5818.0  5818.2  5818.0  5817.6  5816.4  5812.8  5796.2  5720.6  5455.4  4861.4  4045.4
-47.0 4341.0  5130.0  5585.2  5751.8  5795.0  5804.0  5806.4  5806.8  5807.2  5807.0  5808.6  5809.8  5807.4  5808.4  5809.0  5810.6  5807.6  5808.6  5810.6  5810.6  5811.4  5811.8  5812.2  5813.0  5814.8  5816.2  5815.8  5817.0  5817.0  5817.0  5817.0  5817.4  5817.4  5817.6  5817.8  5818.0  5817.8  5817.6  5816.4  5812.6  5796.0  5720.6  5455.4  4861.6  4046.0
-46.5 4341.0  5130.0  5585.4  5751.6  5794.8  5804.0  5806.4  5806.8  5807.2  5807.0  5810.6  5811.0  5807.2  5810.6  5810.8  5811.2  5807.8  5810.4  5811.0  5811.2  5811.8  5812.0  5813.4  5814.8  5815.8  5816.2  5816.2  5816.8  5816.8  5816.8  5816.8  5817.2  5817.0  5817.4  5817.6  5817.8  5817.8  5817.4  5816.2  5812.6  5795.8  5720.4  5455.6  4862.2  4047.0
-46.0 4340.4  5130.0  5585.6  5751.2  5794.4  5803.8  5806.2  5806.8  5807.0  5807.0  5811.2  5811.4  5807.4  5811.2  5811.2  5811.6  5809.8  5811.0  5811.2  5811.4  5812.4  5812.8  5815.0  5815.6  5816.2  5816.4  5816.4  5816.6  5816.8  5816.6  5816.8  5817.0  5816.8  5817.2  5817.4  5817.6  5817.6  5817.2  5816.2  5812.4  5795.8  5720.4  5455.6  4862.4  4047.4
