358.54 17.8339
359.87 18.9372
360.54 19.5464
361.2 20.2745
361.2 20.2745
361.2 20.2745
361.87 21.1585
362.86 22.5551
363.53 23.5837
364.41 25.002
364.52 25.1552
365.19 26.2528
366.52 28.3462
367.18 29.4571
368.51 31.7269
369.29 33.075
370.51 35.2611
371.84 37.6732
372.83 39.5949
375.16 44.2236
377.48 49.3388
379.48 54.317
381.47 59.5542
383.47 64.8472
386.12 71.8647
389.78 81.3676
394.76 94.378
401.41 112.306
408.72 132.411
416.03 153.166
425.34 179.489
432.65 201.574
439.96 225.917
447.27 254.108
454.58 287.958
461.89 329.122
469.2 378.633
476.51 436.184
483.82 500.728
491.13 572.822
498.44 646.269
505.75 716.125
513.06 783.073
520.37 848.941
527.68 903.47
534.99 952.606
542.3 994.836
549.62 1023.69
556.93 1037.9
564.24 1048.07
571.55 1054.69
578.86 1061.4
586.17 1070.21
593.48 1078.07
602.78 1087.61
610.09 1095.39
617.16 1103.7
624.72 1123.99
632.03 1162.69
639.34 1210.54
646.65 1262.48
