330.56 2.53
332.40 6.28
332.28 4.48
333.05 8.62
334.68 11.77
333.84 9.78
336.94 18.91
336.29 16.48
336.35 14.79
336.38 14.03
337.59 24.20
337.88 21.64
338.64 28.03
336.47 26.15
340.51 32.16
339.85 30.16
341.35 37.10
341.56 34.60
342.11 39.79
343.11 43.59
343.08 41.51
344.04 46.53
344.72 49.35
346.83 52.45
345.67 51.07
347.54 55.17
348.97 57.23
350.70 59.65
352.54 62.07
354.89 63.99
357.14 65.91
361.16 67.74
366.45 69.36
375.59 70.91
386.60 71.62
397.61 72.20
408.63 72.55
419.65 72.73
430.67 72.95
441.70 73.09
452.72 73.26
463.74 73.57
474.77 73.79
485.79 74.12
496.81 74.21
507.84 74.33
518.87 74.39
529.89 74.57
540.92 74.77
551.94 74.86
562.97 74.91
574.00 75.00
585.03 75.04
596.06 75.05
607.08 75.21
618.11 75.17
629.14 75.17
640.17 75.24
651.20 75.22
662.23 75.38
673.25 75.41
684.28 75.48
692.31 75.45
